,U_BOD_in@Manipulated,U_COD_in@Manipulated,U_NH4_in@Manipulated
185,5.54220463538,48.4074239624,2.91187852584
186,25.8963178918,165.387120414,3.13498474903
187,33.6288812358,257.419775584,2.40449618016
188,2.58133612621,39.7791489493,1.88828455663
189,40.7477791438,90.7979942486,2.4292868323
190,33.6044086138,114.249484804,3.446525903
191,8.16617873191,31.1302994232,1.95279780113
192,14.6633676819,34.5320671375,1.93414465291
193,65.8466559917,113.8766176,1.80701539155
194,70.8372784178,706.835445599,6.78047797936
195,67.7421166447,242.156134316,2.38385015035
196,36.1756592277,169.308610876,3.73163317337
197,50.4344244305,89.7909252292,2.72278836857
198,74.512122325,248.241552106,14.3529404903
199,43.6047542448,56.1308842124,2.29470015491
200,51.819301151,116.687384707,5.69667832427
201,2.60157362822,24.4889094317,1.07273848047
202,19.5663077808,102.036349402,6.44484519641
203,47.3264569972,258.28643876,8.9758425735
204,19.5962545627,65.9986850078,1.96918377667
205,13.416862684,74.9366924349,3.11513069313
206,53.7864831702,80.3603000407,4.32901264454
207,32.0355143261,246.369274615,2.33121622121
208,66.8867423723,171.596844377,2.93136975294
209,15.8956672406,126.952691708,3.9254507619
210,341.472665884,1039.45440499,15.4694598799
211,37.776105893,197.842406892,2.50365192554
212,8.4087461411,33.4541809747,2.83061502692
213,373.8333306,479.193279422,2.07162419386
214,16.4359642368,71.3023575492,3.76656884925
215,43.233902456,93.4960647929,4.96708531072
216,30.5391012759,103.51436817,3.52851557527
217,99.4704193883,315.779525264,2.48702708155
218,26.3253119221,112.190138888,4.74175246688
219,87.7455095124,327.514842992,6.77740388592
220,7.81084462422,38.2054956702,2.09563682219
221,66.1667528598,138.628526389,2.96354381636
222,8.24555936591,33.2301738079,2.33931871161
223,63.9043346773,301.913407552,4.84826940219
224,8.03427317636,28.9219722346,4.09021014858
225,14.1665498422,66.6943340935,1.92313024128
226,31.272969644,364.344816907,2.26031629492
227,9.96922103908,37.4068739945,2.56437017518
228,37.136335905,66.8587133444,4.19725113719
229,9.1764793436,49.3541546486,1.8121596544
230,29.6520767942,465.882732613,3.88862779972
231,14.0052933742,55.3252310838,4.30686813399
232,21.0887462199,64.3356680697,2.44271842789
233,21.3055473378,60.6104196302,2.61954970841
234,101.439574281,164.10805718,6.91768103096
235,74.9451231842,155.470462462,2.29052801824
236,43.3021687933,106.353902956,3.53252753955
237,14.0602441764,83.6924937109,2.42390978443
238,14.1899698981,107.14312645,3.39873852525
239,13.9414184393,52.6738097631,5.47263963209
240,4.49743089048,34.0511875193,5.95685188612
241,6.37180849806,37.9327283227,2.8294762935
242,28.3008401678,131.188269233,3.39944426458
243,36.153769876,203.977077609,2.13203331996
244,13.480837718,69.2454456796,1.98635868697
245,19.4122001529,82.8672198612,2.77543889849
246,101.851943312,77.5210945718,3.02375022292
247,69.2751389403,214.212918278,5.44537267907
248,11.7683743027,125.048546592,4.58682313281
249,33.9029573472,154.016667302,2.08577595875
250,32.4115880552,95.0671505973,4.13428151515
251,77.0417686875,171.864556146,4.3203625695
252,23.699145731,66.5689789705,2.95455224138
253,6.418211284,85.3258636886,1.07069365939
254,8.84021364311,35.7238181382,1.30906824878
255,9.09378619457,32.8996127269,0.926183981008
256,3.26965538676,33.0660847598,0.880840454114
257,56.0700667302,184.202356799,2.15771910521
258,314.509504178,800.091469625,3.26868601894
259,14.2543181591,111.623598036,2.59413534298
260,39.1386551075,194.106432854,2.88466463616
261,20.3170834412,162.715034326,2.70439141876
262,54.9228827705,212.98605147,8.1349120145
263,6.60030196521,50.6072178333,0.766336750245
264,60.4737247063,442.474998903,4.11216869836
265,14.1521079939,44.4265023929,3.30084102621
266,60.5349889338,144.817100042,2.46132044645
267,23.824437427,209.632946025,3.46970782588
268,20.2274347854,70.28289928,2.42181314533
269,22.5980567066,261.805656451,4.0194587975
270,11.8102650696,111.088810594,2.69886548775
271,48.3009098366,84.7235698673,2.11219645535
272,32.2565990896,210.940441548,3.09449173463
273,23.500649538,170.045324516,6.73154063164
274,39.4944981699,115.93365527,3.19980644022
275,11.0190106102,50.2841465972,3.57542789324
276,15.5967057569,37.6424305327,1.43324640105
277,153.788882941,181.674524098,4.36696488818
278,14.5046779604,34.3102109961,2.02978843258
279,29.52170929,194.287027647,2.76644737438
280,6.45941883485,57.2582858121,2.84792720314
281,22.1436369077,167.232708567,1.86956441766
282,22.4026360266,111.056802188,3.78899338421
283,49.2906925033,175.175736167,2.09761340933
284,13.3523220181,54.0230932718,2.20586981874
285,23.759713477,74.543654918,3.13639811026
286,27.9788022046,69.9155579217,2.66467466305
287,53.749841291,156.668034463,3.65014970504
288,24.3220398934,47.9619928102,4.29598188591
289,22.521044333,106.291289862,3.21376075265
290,33.8815875404,87.1251234021,2.90054101617
291,53.1908070509,160.388833788,4.00966616877
292,18.7541190765,46.9975623236,3.02000743931
293,9.16578843565,31.7135786562,1.9823964887
294,24.6264675319,100.120008872,3.6154494911
295,26.7519003092,378.519583921,2.38929280068
296,77.4948880159,56.9090899723,1.61575466088
297,180.140489691,427.79301535,2.80012044821
298,49.8923616256,156.022991083,7.05282529115
299,6.4773869458,46.7220508138,1.44615337886
300,422.850329967,502.544837027,3.59744329357
301,30.6397110784,89.7028674934,2.55867374701
302,32.9574649378,78.1357031444,1.60286337274
303,36.4272218374,94.660578714,2.82708201221
304,146.405136994,65.4131985532,5.4385218162
305,80.6086086711,196.978062484,3.6140365381
306,31.2922619273,45.581758434,3.45382762643
307,139.763914391,167.594342905,3.02819869632
308,51.5903876449,250.899689468,4.50632437901
309,42.9302267774,80.5375758025,2.6787675773
310,104.88327769,167.639101466,2.81410222689
311,176.231136747,1103.48305608,6.38564934786
312,10.8182788713,39.7894437985,1.90338247005
313,180.770236938,162.387351506,2.4735004748
314,28.1689788385,81.8421892143,2.58859505035
315,42.056158862,181.003649368,5.24934428802
316,29.5228148143,96.3957777504,2.22352941192
317,29.1873543986,132.811058946,1.83222113318
318,70.9549807953,489.559578092,2.47644108683
319,137.721180722,1141.45129394,3.41280540024
320,51.6722582414,68.2545531386,9.15625665007
321,217.307631072,252.380137992,5.27402548035
322,20.4629698526,49.9244369318,2.40094143996
323,119.39341919,56.809341047,1.49662676176
324,89.9982841222,129.946367166,8.19833117111
325,22.1128064738,56.4675733219,2.05759141502
326,89.534214191,308.713037271,3.75852659507
327,10.4629642862,154.961795228,7.69654902923
328,63.1104279693,181.386401578,4.91308874374
329,30.2796899869,104.814973116,4.00775345587
330,88.3505803687,98.594511916,2.9855964451
331,72.5660530411,134.04700542,2.32670649546
332,77.8791480078,169.954241886,4.50531253092
333,56.437544024,300.451899199,5.20254236151
334,6.65437785864,53.0447546155,4.78922756006
335,4.74578916768,103.020817266,2.36001098826
336,23.7572119728,24.9521443562,5.09614758806
337,13.7635198362,72.3807832437,1.60498929729
338,68.9017266124,84.8021878661,1.96697663893
339,4.71312087384,24.761434737,1.62960314331
340,10.5637420348,50.9682643619,1.76957921381
341,30.4228089089,208.846733918,2.66523051421
342,11.772586726,163.400527472,2.0446771334
343,19.7253148845,110.711534528,1.82372183797
344,15.9024381164,28.1253981745,1.11844806689
345,24.1584352058,144.466449916,2.37765024193
346,59.1483987469,246.883517471,2.4589865356
347,23.0158019827,385.342005273,7.86953622072
348,20.1058496214,111.141100241,4.32164359604
349,33.7959819682,71.2447578337,6.67437128083
350,34.5394256221,211.09225732,3.26468258105
351,59.7042178846,326.625617561,2.52781153265
352,15.2494437735,53.7827793397,1.8698019456
353,23.7674621382,112.178008497,1.99067990327
354,31.4190223024,274.809692805,3.96441619621
355,85.7135431835,194.138917899,5.03342314921
356,8.75384386271,31.4330178082,2.44857713252
357,147.582007953,495.010844346,4.56316138442
358,7.26023805201,59.9765892888,3.3665644972
359,2.61673364198,35.111005595,1.24286555654
360,57.364774538,113.462674717,6.33726622105
361,15.4155404872,88.68778704,2.36703216505
362,36.1600942015,147.537830833,2.25618286037
363,208.918854649,328.668258002,2.45752001111
364,3.86927229162,31.3719243911,2.21158077359
365,13.0529331499,76.6542252667,2.71769418964
366,28.3212328638,121.248731498,4.08089534919
367,8.53194117268,32.3501119143,0.756938560309
368,5.07077552978,35.071603034,2.29116928906
369,45.2909644005,106.37905024,6.33844549712
370,27.4855471158,149.406174869,10.3985226092
371,20.2065330754,55.675252294,3.10821532239
372,35.1888233917,82.9688115979,2.61124356193
373,83.4883729015,307.016134349,3.07083355324
374,16.999120771,102.386090356,3.3003159387
375,51.6708673419,141.903227237,2.70732674992
376,28.9882618281,122.460554834,1.81001278292
377,61.6032459936,202.304819495,7.67735658144
378,18.0512011582,63.6129967132,1.43843353518
379,11.3311871166,59.9398776895,1.67982676818
380,7.40195638133,31.9588731816,2.66742853815
381,14.2876526644,35.1192537618,1.97659577481
382,84.2350928437,75.833514057,4.2654521391
383,143.434859572,377.492232501,3.01625923167
384,42.9066752965,103.163430327,2.31138644712
385,15.5168925524,52.3518779881,1.63379731505
386,43.5953667921,144.894587623,2.55599284385
387,236.901354116,1118.21434287,4.46708710726
388,16.9280697663,142.665105618,5.30275396122
389,176.48752057,256.55708758,1.50222917985
390,108.360323461,573.32507319,4.29942898727
391,81.4700643619,86.1631982785,4.16702043127
392,11.279793953,46.583049749,2.73043833206
393,131.218009001,626.273610272,8.11462371252
394,14.3503793942,29.7759053967,2.80070655292
395,12.2373177522,63.3726546696,2.8419069754
396,31.3309607136,307.839529836,3.13975453881
397,7.80861411412,24.4239290209,1.92961264966
398,26.7205922701,107.203227127,1.84850276059
399,18.4508446966,79.5000007566,3.2705192722
400,21.5084667298,160.360974642,3.86390695405
401,141.50069741,656.413467227,5.79260749599
402,17.2254764659,58.129509915,1.13958759918
403,1.81797537929,31.1366752874,3.27038361341
404,36.3645100987,78.9373463163,2.13860879942
405,15.8111151497,119.760315439,2.06917775168
406,3.42682400545,11.1117850988,3.29050490763
407,34.1005372444,254.937403713,2.46757254865
408,29.8370296247,118.317659844,2.78202281474
409,73.0338207355,195.697801791,7.85422500326
410,29.1886264016,73.2331485361,3.32254544486
411,13.4570064868,41.6571273411,2.19072915445
412,17.9654488041,187.978238614,3.22518120108
413,13.7826484179,144.64768473,2.45015497912
414,19.0629848331,195.736793595,2.61241601313
415,15.2893822632,133.98482257,3.8904720823
416,12.5061398981,25.8374457035,1.16939963869
417,184.727382333,685.123761583,5.60777597248
418,59.9851353579,241.882405073,3.11032555367
419,151.911294545,151.116793645,2.88850274043
420,16.4609969366,126.071813477,1.65684773708
421,25.8242230878,42.0169468653,0.720038987714
422,178.822023091,160.152132629,11.1595971078
423,28.9041766267,59.8294522952,2.02223387456
424,140.368799649,105.203294632,2.6123421836
425,2.79646976887,45.8385864606,2.0820224682
426,126.250768363,156.865039809,2.6146351236
427,10.7271074682,73.864451281,2.05593335482
428,7.1829674182,96.5936392073,5.1382179781
429,79.350028806,655.357218534,10.248503587
430,71.657501037,75.7728072944,3.19127338879
431,130.192656748,219.027419863,4.32089606661
432,14.6157745264,48.0312531648,2.2581994681
433,19.7244601264,41.9885737739,3.37684689665
434,13.5826708753,79.7747118204,5.27325497189
435,146.095276724,142.719856551,2.42800267734
436,62.468972195,190.803419989,6.22127363518
437,24.2294156006,249.782125074,3.68591565984
438,102.571091219,197.65561369,0.775814570968
439,105.10883919,543.247148899,4.10171615084
440,44.7124342727,244.18272736,3.25140026905
441,20.0586803403,189.891247589,8.17454932503
442,123.017267177,106.111533795,2.66525914496
443,10.9990763375,57.0767930738,2.66696286507
444,33.4155093588,59.2142168495,2.71401236504
445,26.357250809,122.106914104,1.45932295207
446,41.2818128791,112.390618455,4.01753561384
447,13.4555112874,185.496148548,3.80993794299
448,49.1025611519,44.6226490915,4.57472347741
449,64.3211816444,113.777486277,1.7402557697
450,23.6467693491,106.928549497,4.06312818311
451,98.0214337582,140.306413185,4.08829555354
452,13.3241836482,92.9208042854,2.8991952816
453,7.2189714503,154.418046828,2.90480928191
454,14.6760791266,144.743519897,1.54500602884
455,23.7526419239,65.2808748216,1.37300877684
456,204.365605897,207.157909471,2.28502728271
457,7.97808715538,69.5323825157,1.31698973833
458,7.31096703688,53.8117567182,1.52317037232
459,5.47113872508,44.0138335604,0.768446097424
460,11.4048516477,106.862073671,1.93203449225
461,50.7377343942,150.009566492,1.7967093721
462,38.7255548318,283.748801284,2.61019630884
463,18.0589255231,91.8828912941,1.91467530056
464,18.1014888613,53.5616545218,1.93257687043
465,16.0462468066,58.3555309807,3.93614074585
466,3.32574155535,34.7318466003,0.864396029652
467,30.8442516041,158.453797989,2.77091488918
468,49.0455469836,44.9394859227,2.73294812074
469,124.30175262,327.096612891,3.96533679718
470,48.0004219866,153.695729692,2.43013801965
471,24.1412874819,33.8084115416,3.03605362461
472,79.3297300705,262.643212097,6.15887188225
473,41.0346954025,295.126903815,3.18145439348
474,37.6352179283,112.925482914,3.03116834334
475,129.367904692,190.260400502,2.27407751958
476,123.954609474,322.553678734,2.64794396702
477,18.7858564929,51.5789640999,1.77806168048
478,9.23045662531,111.497410404,1.39785486517
479,20.1378479188,20.7922886208,1.51465449912
480,82.9101673673,179.787305013,3.61575400545
481,12.9437364685,50.2638585068,1.17430714119
482,4.0923744435,34.3087387313,0.992841125411
483,31.6061735012,20.555296994,2.00245503593
484,19.206597795,50.461377614,2.21387137615
485,47.0945109196,96.3248444229,2.76697679117
486,27.8014750471,91.691872279,2.66787073675
487,32.9733678603,222.434308308,1.70414397153
488,2.51625559967,37.4673330411,1.2850403535
489,3.85584279674,48.8985312192,3.83095515626
490,7.40284039306,25.5406006114,1.96703955866
491,9.32174324972,32.8066349426,1.08910796533
492,5.10257990897,35.5980259443,1.62551052776
493,6.21735603227,47.9115154654,2.2025852555
494,23.7083487235,78.6406685673,2.96074966111
495,3.23008454928,35.3460267092,1.94070859644
496,90.9204983747,131.912814584,2.45552881614
497,67.9960725098,214.803259657,1.95886157303
498,44.9104453597,110.660689096,2.76220490912
499,33.3827582429,254.488804543,2.65900483634
